Id,ParentId,Body
"53002419","53002219","<p>You can replace your <code>span</code> by <code>b</code> by using <a href=""https://html-agility-pack.net/"" rel=""nofollow noreferrer""><code>HtmlAgilityPack</code></a>. And it's free and open source.</p>

<p>You can install <code>HtmlAgilityPack</code> from nuget also <code>Install-Package HtmlAgilityPack -Version 1.8.9</code></p>

<pre><code>public string ReplaceSpanByB()
{
    HtmlDocument doc = new HtmlDocument();

    string htmlContent = File.ReadAllText(@""C:\Users\xxx\source\repos\ConsoleApp4\ConsoleApp4\Files\HTMLPage1.html"");

    doc.LoadHtml(htmlContent);

    if (doc.DocumentNode.SelectNodes(""//span"") != null)
    {
        foreach (HtmlNode node in doc.DocumentNode.SelectNodes(""//span""))
        {
            var attributes = node.Attributes;

            foreach (var item in attributes)
            {
                if (item.Name.Equals(""style"") &amp;&amp; item.Value.Contains(""font-weight""))
                {
                    HtmlNode b = doc.CreateElement(""b"");
                    b.InnerHtml = node.InnerHtml;

                    node.ParentNode.ReplaceChild(b, node);
                }
            }
        }
    }

    return doc.DocumentNode.OuterHtml;
}
</code></pre>

<p><strong>Output:</strong></p>

<p><a href=""https://i.stack.imgur.com/FETDA.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/FETDA.png"" alt=""enter image description here""></a></p>
"
"53002423","53002332","<p>You use this way</p>

<blockquote>
  <p>html</p>
</blockquote>

<pre><code>&lt;input type=""text"" [(ngModel)] =""newReferenceValue""  #referencevar=""ngModel"" name=""referencevar"" (keyup.enter)=""save()"" [pattern]=""pattern"" style=""margin: 8px;width: 60%;""&gt;

 &lt;div *ngIf=""referencevar.errors?.pattern""&gt;
         not valid not partens  
  &lt;/div&gt;
</code></pre>

<blockquote>
  <p>ts</p>
</blockquote>

<pre><code>pattern = '^[^`~!@#$%\^&amp;*()_+={}|[\]\\:""]*$';
</code></pre>

<p>However, the best way of using the patterns would be by using the reactive forms,
you can refer this <a href=""https://www.concretepage.com/angular-2/angular-2-4-pattern-validation-example"" rel=""nofollow noreferrer"">link</a> for more understanding.</p>
"
"53002427","53002291","<p>Try this code:</p>

<pre><code>ConstraintLayout layout = (ConstraintLayout)findViewById(R.id.constraintLayout);

ImageView imgAbove = (ImageView)findViewById(R.id.topItemImg);
ImageView imgBelow = new ImageView(this);
imgBelow.setBackgroundColor(Color.YELLOW);
imgBelow.setId(View.generateViewId());

ConstraintLayout.LayoutParams imgAboveLayout = (ConstraintLayout.LayoutParams) imgAbove.getLayoutParams();
ConstraintLayout.LayoutParams imgBelowLayout = new ConstraintLayout.LayoutParams(imgAboveLayout);
layout.addView(imgBelow);
imgBelow.setLayoutParams(imgBelowLayout);
imgAbove.setLayoutParams(imgAboveLayout);

// Clone your constraint layout to ConstraintSet.
ConstraintSet set = new ConstraintSet();
set.clone(layout);
set.connect(imgBelow.getId(), ConstraintSet.TOP, imgAbove.getId(), ConstraintSet.BOTTOM, 0);
set.connect(imgBelow.getId(), ConstraintSet.START, imgAbove.getId(), ConstraintSet.START, 0);
set.connect(imgBelow.getId(), ConstraintSet.END, imgAbove.getId(), ConstraintSet.END, 0);
set.applyTo(layout);
</code></pre>

<p>Check out more from <a href=""https://developer.android.com/reference/android/support/constraint/ConstraintLayout.LayoutParams"" rel=""nofollow noreferrer"">here</a>.</p>

<blockquote>
  <p><strong>Note here :</strong>  <em>For building up constraints at run time, using <strong><a href=""https://developer.android.com/reference/android/support/constraint/ConstraintSet"" rel=""nofollow noreferrer""><code>ConstraintSet</code></a></strong> is recommended.</em></p>
</blockquote>
"
"53002430","53000570","<p>I was able to implement your root_relative_path function using a combination of the posixpath and the pathlib modules. The result is</p>

<ul>
<li>Platform independent (as long as the root path corresponds to the current platform)</li>
<li>The path can begin with <code>/</code>, <code>./</code>, or <code>../</code></li>
<li>And the path will be normalized using all of the techniques covered by the <a href=""https://docs.python.org/3/library/os.path.html#os.path.normpath"" rel=""nofollow noreferrer"">normpath</a> function which includes resolving <code>..</code>s.</li>
</ul>

<p>&nbsp;</p>

<pre><code>from pathlib import Path
import posixpath

def root_relative_path(root : str, path : str) -&gt; str:
    ''' Calculates the relative path with respect to the root. 
        Any ""..""s in the relative path will be resolved, 
        but not in a way that would cause the relative path to go beyond the root. '''

    # posixpath.normpath doesn't work as expected if the path doesn't start with a slash, so we make sure it does
    if not path.startswith('/'):
        path = '/' + path

    # The normalization process includes resolving any ""..""s
    # we're only using posixpath for the relative portion of the path, the outcome will still be platform independent
    path = posixpath.normpath(path)

    # Remove the beginning slash so that we're not trying to join two absolute paths
    path = path[1:]

    joined = Path(root) / path

    # Per the OPs requirements the result needed to be a string,
    # But if you're allowed to use Pathlib objects, you could just return joined without converting it to a string
    return str(joined)
</code></pre>
"
"53002431","53002239","<p>You may use <code>Pair</code> from in <code>javafx.util.Pair</code>.</p>
"
"53002432","53000311","<p>You have a sample rate wrong somewhere else in your code. </p>

<pre><code>440 * 44100.0/48000.0 = 404.25
</code></pre>

<p>My guess is that you're running your audio input at 48 kHz but the pitch detector thinks the sample rate is 44.1 kHz.</p>
"
"53002434","53002079","<pre><code>#temptable.txt:
##Village_A   Village_B   Village_C   Village_D   Village_E
##Village_A   438          507         157         166         832
##Village_B   285          887         116         758         244
##Village_C   935          459         217         561         550
##Village_D   151          606         202         869         169
##Village_E   572          362         416         899         510
data &lt;- read.delim(""temptable.txt"",sep="""")
crossdata &lt;- lapply(rownames(data),function(x)sapply(colnames(data),function(y)list(x,y,data[x,y])))
crossdatatmp &lt;- matrix(unlist(crossdata),nrow=3)
crossdatamat &lt;- t(crossdatatmp)
colnames(crossdatamat) &lt;- c(""From"",""To"",""Value"")
crossdatadf &lt;- as.data.frame(crossdatamat,stringsAsFactors=F)
crossdatadf[,3] &lt;- as.numeric(crossdatadf[,3])
crossdatadf
##        From        To Value
##1  Village_A Village_A   438
##2  Village_A Village_B   507
##3  Village_A Village_C   157
##4  Village_A Village_D   166
##5  Village_A Village_E   832
## ...
</code></pre>
"
"53002437","53002266","<pre><code>String input = ""1 fish 2 fish red fish blue fish"";
Scanner scanner = new Scanner(input).useDelimiter(""fish"");
System.out.print(scanner.next() + scanner.next());
scanner.useDelimiter("" "");
while (scanner.hasNext()){
        System.out.print(scanner.next() + "" "");
}
</code></pre>
"
"53002438","53001825","<p>You can try with temp table</p>

<pre><code>/* Get the data into a temp table */
SELECT * INTO #TempTable
FROM YourTable
/* Drop the columns that are not needed */
ALTER TABLE #TempTable
DROP COLUMN ColumnToDrop
/* Get results and drop temp table */
SELECT * FROM #TempTable
DROP TABLE #TempTable
</code></pre>
"
"53002446","53002104","<p>I also came up with a similar solution to John3136's solution</p>

<pre><code>    int pageKey = 0;
    int count = 1;

    for(int i = 1; i &lt;= 200; i++) {
        count ++;
        if(i % 50 == 0) {
            pageKey += 1;
            count = 1;
        }
    }
</code></pre>
"
"53002456","53001931","<p>According to the picture above, the model is the ""Doamin Model"", it is not ""M"" from MVC as  Slava Utesinov said, it's a concept of DDD(Domain-Driven Design).</p>

<p>In ASP.NET MVC, the traditional way that where we do CRUDs are in actions of controllers, and your understand is right. </p>

<p>In DDD concept(Domain-Driven Design), we do CRUDs in domain model.</p>

<p>Whatever we use DDD architecture or traditional ways, we need to do that based on the basic MVC architecture.</p>

<p>More information about DDD for your reference:
<a href=""https://airbrake.io/blog/software-design/domain-driven-design"" rel=""nofollow noreferrer"">Domain-Driven Design – What is it and how do you use it?</a></p>
"
"53002457","53000952","<ol>
<li><p>Have you tried to add</p>

<pre><code>import scipy.interpolate.interpnd
</code></pre>

<p>in your base program (not in the setup script)? What happens then?</p></li>
<li><p>According to the experiences I have made so far, one needs to add <code>scipy</code> to the <code>packages</code> list in order to let it be included correctly by <code>cx_Freeze</code>. But then one also needs to add <code>scipy.spatial.cKDTree</code> to the <code>excludes</code> list due to <a href=""https://github.com/anthony-tuininga/cx_Freeze/issues/233"" rel=""nofollow noreferrer"">this issue</a>. Try thus to use the following options in your setup script:</p>

<pre><code>build_exe_options = {
                ""packages"": [""os"",""textwrap"",""msvcrt"",""warnings"",""time"",""datetime"",""platform"",""sklearn"",""operator"",""nltk.tokenize"",""stop_words"",""pandas"",""nltk.stem.porter"",""sklearn.feature_extraction.text"",""sklearn.decomposition"",""progressbar"",""numpy"",""packaging"",""asyncio"",""scipy""
                ], 

                ""includes"": [""appdirs"",""packaging.version"",""packaging.specifiers"",""packaging.requirements"",""pyLDAvis.sklearn"",""pyLDAvis.urls"",""scipy.sparse.csgraph._validation""],

                ""excludes"" : [""tkinter"",""sqlite3"",""scipy.spatial.cKDTree""],

                ""include_msvcr"" : True
            }
</code></pre></li>
<li><p>Additional remark: the <code>build_exe</code> option <code>""include_msvcr"": True</code> seems to have no effect with <code>cx_Freeze</code> versions 5.0.2, 5.1.1, and 6.0b1. See <a href=""https://github.com/anthony-tuininga/cx_Freeze/issues/278"" rel=""nofollow noreferrer"">this issue</a>, my post there (jpeg13) contains some more details. You might need to add the MSVCR DLLs manually using the <code>build_exe</code> option <code>include_files</code>.</p></li>
</ol>
"
"53002466","53001224","<p>if the position of each team name within your team_names list corresponds to the team_id you can do:</p>

<pre><code>{i[0]:i[1] for i in enumerate(team_names)}
</code></pre>

<blockquote>
  <p>{0: 'A', 1: 'B', 2: 'C', 3: 'D'}</p>
</blockquote>

<p>Replace the manual dictionary with the dict comprehension above:</p>

<pre><code>df.name = df.name.replace({i[0]:i[1] for i in enumerate(team_names)})
</code></pre>
"
"53002471","53002008","<p>Instead of a radial background on the ::before, go with a border radius with a bit of repositioning:</p>

<p>For item 2 - pre-existing css minus the radial background:</p>

<pre><code>section.services .item-2 .text::before{
   content:'';
   position:absolute;
   width:100%;
   height:2em;
   left:0;right:0;top:-2em;margin:0 auto;
/* background:radial-gradient(ellipse 60% 2em at 50% 0, transparent 100%,#fff 0); */
z-index:-1}
</code></pre>

<p>give the item 2 a background of white for the ::before background of black to sit against and reduce height to line it up properly with items 1 and 3:</p>

<pre><code>section.services .item-2{
  background: white;
  box-sizing:border-box;
  height:163px;
}
</code></pre>

<p>hitch the text up to be level with the text in items 1 and 3:</p>

<pre><code>section.services .item-2 .text{
  padding-top:1px;
}
</code></pre>

<p>bottom border radius, wider than 100% and shunted left to create the correct curvature:</p>

<pre><code>section.services .item-2 .text::before{
  content:'';
  position:absolute;
  top:-4em;
  transform:translateX(-5%);
  width:110%;
  height:2em;left:0;right:0;margin:0 auto;
  display:block;
  background:#000;
  border-radius: 0 0 100% 100%;
}
</code></pre>

<p>Updated jsfiddle: <a href=""http://jsfiddle.net/n0p25hq8/7/"" rel=""nofollow noreferrer"">http://jsfiddle.net/n0p25hq8/7/</a></p>
"
"53002473","53000792","<p>Remove the first division class as below <strike><code>&lt;div class=""content""&gt;One line&lt;/div&gt;</code></strike>.</p>

<p><code>&lt;div&gt;One line&lt;/div&gt;</code></p>
"
"53002474","53001991","<p>In the following, lname is checked, either the if clause or the else clause are executed, then, regardless of what happened until now, fname is checked, etc.
Is that what you were looking for? </p>

<pre><code>validate = (lname, fname, email, eid) =&gt; {
  if (lname) {
    this.setState({
        validationState: {
            ...this.state.validationState,
            lastname: false,
        },
    });
  } else {
  ....
  }

  if (fname) {
    this.setState({
        validationState: {
            ...this.state.validationState,
            firstname: false,
        },
    });
  } else {
  ....
  }

  if (helpers.isEmail(email)) {
    this.setState({
        validationState: {
            ...this.state.validationState,
            email: false,
        },
    });
  } else {
  ...
  }

  if (eid) {
    this.setState({
        validationState: {
            ...this.state.validationState,
            eid: false,
        },
    });
  } else {
  ...
  }
</code></pre>

<p>}</p>
"
"53002480","53002162","<blockquote>
  <p><strong>TheGeneral</strong> solution are fine than this but  i am just showing u another beginner level way </p>
</blockquote>

<pre><code>if (fileupload.HasFile)
     {
       if (CheckFileType(fileupload.FileName))
          {
            //it will come here if file extention will math your CheckFileType
          {
    }
</code></pre>

<p>Here you can define a type which you want to check</p>

<pre><code>bool CheckFileType(string fileName)
        {
            string ext = Path.GetExtension(fileName);
            switch (ext.ToLower())
            {                    
                case "".txt"":
                    return true;                          
                default:
                    return false;
            }
        }
</code></pre>
"
"53002484","53002382","<pre><code>use isset($tickets) before foreach loop

    &lt;form method=""post""&gt;
        &lt;?php 
         if (isset($ticket) &amp;&amp; is_array($tickets)) {
           foreach ($ticket as $key =&gt; $value) : ?&gt;
             &lt;label for=""&lt;?php echo $key; ?&gt;""&gt;&lt;?php echo ucfirst($key); ?&gt;&lt;/label&gt;
             &lt;input type=""text"" name=""&lt;?php echo $key; ?&gt;"" id=""&lt;?php echo $key; ?&gt;"" value=""&lt;?php echo escape($value); ?&gt;"" &lt;?php echo ($key === 'id' ? 'readonly' : null); ?&gt;&gt;
        &lt;?php 
           endforeach; 
         }
         ?&gt; 
        &lt;input type=""submit"" name=""submit"" value=""Submit""&gt;
    &lt;/form&gt;
</code></pre>
"
"53002503","53002071","<p>I think you need to clean the remain before next loop.</p>

<pre><code>while( 1 )
{
    scanf(""%d%d"", &amp;a, &amp;b);
    scanf(""%*[^\n]%*c"");
    printf(""%d\r\n"", a+b);
}
</code></pre>
"
"53002509","53002147","<p>Updating this message :
Swing event handling code runs on a special thread known as the event dispatch thread. So all of the component(button, checkbox, radio button etc.,) actions are handled on EDT. So no need to have SwingUtilities.invokeLater() inside your button action as it always runs on EDT.</p>

<p>Tasks on the event dispatch thread must finish quickly; if they don't, unhandled events back up and the user interface becomes unresponsive.</p>

<p>So if you are planning to perform a long running task that could affect a GUI inside an action then better go for Worker Threads or Background Threads. </p>

<p>SwingWorker has doInBackground(), done() and process() methods to handle the long running tasks well without impacting the GUI.</p>

<p>Go through below links to get more info
<a href=""https://stackoverflow.com/questions/31571704/why-does-swingutilities-invokelater-cause-jbutton-to-freeze"">Why does SwingUtilities.invokeLater() cause JButton to freeze?</a></p>

<p><a href=""https://stackoverflow.com/questions/6567870/what-does-swingutilities-invokelater-do"">What does SwingUtilities.invokeLater do?</a></p>

<p><a href=""https://www.javacodegeeks.com/2012/12/multi-threading-in-java-swing-with-swingworker.html"" rel=""nofollow noreferrer"">https://www.javacodegeeks.com/2012/12/multi-threading-in-java-swing-with-swingworker.html</a></p>
"
"53002511","53001992","<p>I can help you out with your class design. It would look something like this:</p>

<p><em>Book.h</em></p>

<pre><code>#ifndef BOOK_H
#define BOOK_H

#include &lt;string&gt;
#include &lt;vector&gt;

const int LIBRARY_MAX_CAPACITY = 200;

class Book {
private:
    std::string author_;
    std::string title_;

public:
    Book() : author_( """" ), title_( """" ) {}
    Book( const std::string&amp; authorIn, const std::string&amp; titleIn ) :
        author_( authorIn ), title_( titleIn ) 
    {}

    void setAuthor( const std::string&amp; authorIn ) {
        this-&gt;author_ = authorIn; 
        // or just author_ = authorIn;
    }

    void setTitle( const std::string&amp; titleIn ) {
        this-&gt;title_ = titleIn;
        // or just title_ = titleIn;
    }

    std::string getAuthor() const { return author_; }
    std::string getTitle() const { return title_; }

};

void readBooks( const std::string&amp; filename, std::vector&lt;Book&gt;&amp; books );

#endif // BOOK_H
</code></pre>

<p><em>Book.cpp</em></p>

<pre><code>#include ""Book.h""
#include &lt;fstream&gt;

// this is just pseudo code and will not actually compile
void readBooks( const std::string&amp; filename, std::vector&lt;Book&gt;&amp; books ) {
    // open file, test if open correctly
    std::ifstream file;
    file.open( filename );

    // loop through file until end is reached by reading in 
    // a line of code and getting the contents of the book

    while ( file still has data &amp;&amp; line &lt;= LIBRARY_MAX_CAPACITY ) {
        // get a line of text then parse that line of text.
        std::string author = ""first string from file before comma""
        std::string title = ""second string from file after comma""

        // create a book object here:
        Book book( author, title );
        // push back into vector that is passed into this function by reference
        books.push_back( book );
    }

    // done with loop close the file
    file.close();  
}
</code></pre>

<p>Now what ever other function calls this function such as main, or your Library class etc. The <code>std::vector&lt;Book&gt;</code> object will be passed back by reference that is already populated with book objects and <code>std::vector&lt;&gt;</code> has a <code>.size()</code> function that returns it's size as an <code>std::size_t</code>.</p>
"
"53002512","53002401","<p>You need to <code>update</code> and not <code>insert</code> a new record</p>

<pre><code>update your_table
set expiry = date(Registered , '30 days')
where expiry is null
</code></pre>
"
"53002515","53002033","<p>You can use focusout and just trigger widget event.    </p>

<pre><code>$(""input"").focusout(function(event) {
    $(""ul.ui-autocomplete"").hide();
})
</code></pre>
"
"53002519","53002477","<p>you can simply use <code>Array.map()</code>, there is no need of <code>forEach()</code></p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>let arr =[[1, 2, 3], [3, 2, 1]];

let result = arr.map((e)=&gt;({""up"" : e[0], ""mid""  : e[1], ""down"" : e[2]}));
console.log(result);</code></pre>
</div>
</div>
</p>
"
"53002520","53002033","<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>$(""input"").autocomplete({
    source: [""Apple"", ""Boy"", ""Cat""],
    minLength: 0,
		response: function(event, ui) {
					//console.log(ui);
				},
				select: function(event, ui) {
					addObject(ui.item.value);
					return false;
				},
				focus: function(event, ui) {
        console.log(""focused"");
					return true;
				},
				close: function(event, ui) {
					if (!$(""ul.ui-autocomplete"").is("":visible"")) {
						$(""ul.ui-autocomplete"").show();
						$( ""#search"" ).focus();
					}

				}
});
$( ""input"").blur(function() {
  	$(""ul.ui-autocomplete"").hide();
  	
});
function addObject(id){
	var div = $('&lt;p&gt;'+id+'&lt;/p&gt;').attr({""value"":id}); 

	div.appendTo(""#selected_obj"");
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;script src=""https://ajax.googleapis.com/ajax/libs/jquery/2.0.2/jquery.min.js""&gt;&lt;/script&gt;

&lt;script
  src=""https://code.jquery.com/ui/1.12.1/jquery-ui.min.js""
  integrity=""sha256-VazP97ZCwtekAsvgPBSUwPFKdrwD3unUfSGVYrahUqU=""
  crossorigin=""anonymous""&gt;&lt;/script&gt;
&lt;link href=""https://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.12.1/jquery-ui.css"" rel=""stylesheet""/&gt;
  &lt;input type=""text"" /&gt;
&lt;br/&gt;
&lt;br/&gt;
&lt;div id=""selected_obj"" style=""border:solid 1px black;float:right""&gt;

&lt;/div&gt;</code></pre>
</div>
</div>
</p>

<p>Add a blur event then hide the popup. I hope this will help you.</p>
"
"53002521","53001909","<p>Use <code>FULL JOIN</code>, it will return all joined rows plus all not joined rows from the left and all not joined rows from the right tables. 
<code>sample2</code> table contains duplicated rows per <code>id</code>, this is why join duplicates rows, use <code>row_number()</code> analytic function to select only rows with highest priority from <code>sample2</code> table:</p>

<pre><code>insert overwrite table sample1
select 
      nvl(a.id, b.id) as id,
      case when cast(TRIM(a.prio) as double) &gt; cast(TRIM(b.prio) as double) then a.info else b.info end as info,
      case when cast(TRIM(a.prio) as double) &gt; cast(TRIM(b.prio) as double) then a.prio else b.prio end as prio
from ( select a.*, row_number() over (partition by id order by prio desc) rn 
         from sample1 a
     ) a
     full join 
          ( select b.*, row_number() over (partition by id order by prio desc) rn
              from sample2 b
          ) b on a.id=b.id and b.rn=1 --join only with highest priority rows
where a.rn=1;
</code></pre>

<p>If <code>sample1</code> table also contains multiple rows per <code>id</code> (it is not in your example), apply the same technique using row_number to the table sample1.  </p>

<p>See also the answer about merge using <code>full join</code>: <a href=""https://stackoverflow.com/a/37744071/2700344"">https://stackoverflow.com/a/37744071/2700344</a></p>

<p>Also as of Hive 2.2 you can use ACID Merge, see <a href=""https://community.hortonworks.com/articles/97113/hive-acid-merge-by-example.html"" rel=""nofollow noreferrer"">examples</a> </p>
"
"53002523","53001922","<p>You have to use <code>display:inline-block</code> for your navigation instead of using <code>display:inline</code>. You have to use <code>display:inline</code> to style a inline elements.</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-css lang-css prettyprint-override""><code>* {
  box-sizing: border-box;
}

body {
  background-color: #003EBB;
}


/*styling the css grid container */

.container {
  display: grid;
  grid-template-columns: repeat(6, 1fr);
  grid-auto-row: 150px;
  grid-gap: 20px;
  align-items: center;
  grid-template-areas: "". . . . . mh"" "". . nv nv nv .""
}


/*end of css grid container */


/*styling the grid items */

.miniHeader {
  grid-area: mh;
}

.miniHeader ul li {
  display: inline;
  margin-left: 20px;
  list-style: none;
  margin-top: 1px;
}

.miniHeader ul li a {
  text-decoration: none;
  color: white;
}

nav {
  grid-area: nv;
}

nav ul li {
  display: inline-block;
  border: 1px solid white;
  border-radius: 10px;
  padding: 10px;
  margin-bottom: 5px;
  margin-left: 5px;
}

nav ul li a {
  color: white;
  padding: 20px;
  text-decoration: none;
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;div class=""container""&gt;
  &lt;div class=""miniHeader""&gt;
    &lt;ul&gt;
      &lt;li&gt;&lt;a href=""#loginsection""&gt;Login&lt;/a&gt;&lt;/li&gt;
      &lt;li&gt;&lt;a href=""#regsection""&gt;Register&lt;/a&gt;&lt;/li&gt;
    &lt;/ul&gt;
  &lt;/div&gt;
  &lt;nav&gt;
    &lt;ul&gt;
      &lt;li&gt;&lt;a href=""#""&gt;Home&lt;/a&gt;&lt;/li&gt;
      &lt;li&gt;&lt;a href=""#""&gt;About&lt;/a&gt;&lt;/li&gt;
      &lt;li&gt;&lt;a href=""#""&gt;Map&lt;/a&gt;&lt;/li&gt;
      &lt;li&gt;&lt;a href=""#""&gt;Contact Us&lt;/a&gt;&lt;/li&gt;
    &lt;/ul&gt;
  &lt;/nav&gt;
&lt;/div&gt;</code></pre>
</div>
</div>
</p>
"
"53002524","53002266","<p>You are going to do a double read if the delimier is ""fish ""</p>

<pre><code>String input = ""1 fish 2 fish red fish blue fish""; 
String delim = ""fish "";
Scanner s = new Scanner(input).useDelimiter(delim);

while (s.hasNext ()) {
    System.out.println(s.next());
    if (delim.equals(""fish "") &amp;&amp; s.hasNext())
        System.out.println(s.next());
    delim = "" "";
    s.useDelimiter(delim);
}
</code></pre>

<p><strong>output</strong></p>

<pre><code>1 
2 
fish
red
fish
blue
fish
</code></pre>

<p>In answer to your comment. 
In that case I think you are better off using <code>String::split</code> If the Strings in the resultant array start with fish then throw it away/ignore it.</p>

<pre><code>String input = ""1 2 3 fish1 1 2 3 fish2 1 2 3 fish3 1 2 3 fish1 1 2 3 fish2 1 2 3"";
String [] arr = inpit.split ("" "");

for (String el : arr) {
    if (el.startsWith(""fish"")) continue;
    System.out.println (el);
} 
</code></pre>
"
"53002527","53001785","<p>In your .env file change APP_URL to localhost/project</p>

<p>Note: Never show public in the url.</p>

<p>Suggestion: Please use virtual host in order to work properly with laravel projects.</p>
"
"53002528","53001839","<p>Don't need to use cast , you can parse directly to a Map </p>

<pre><code> final Map parsed = json.decode(res); 
</code></pre>

<p>after you have a map  you can use that data to convert into your Object.</p>

<pre><code>final signUp = SignUpResponse.fromJson(parse);
</code></pre>

<p>And if you want to parse an array of objects, you could do something like this:</p>

<pre><code>final List parsedList = json.decode(res); //assuming this json returns an array of signupresponse objects

List&lt;SignUpResponse&gt; list = parsedList.map((val) =&gt;  SignUpResponse.fromJson(val)).toList();
</code></pre>
"
"53002533","53001628","<p>You can try below: </p>

<p>Though the demo is on sqlserver but as it's standard sql I think it will work in MS Access too</p>

<p><a href=""https://dbfiddle.uk/?rdbms=sqlserver_2017&amp;fiddle=16bdabc91b6a8f0b8c99944911b7c616"" rel=""nofollow noreferrer"">DEMO</a></p>

<pre><code>  select 
       X.name,
       x.nearestairport,
       case when X.destinationaiport=X.arrivaleairport then ''
       else X.arrivaleairport end as stop1,
      X.destinationaiport 
   from
    (
       select name, a.nearestairport, a.destinationaiport,b.arrivaleairport
       from table1 a left join table2 b
       on a.nearestairport=b.departureairport
    )X
    left join table2 c 
    on X.destinationaiport=c.arrivaleairport and X.nearestairport=c.departureairport
</code></pre>

<p>Output:</p>

<pre><code>name    nearestairport  stop1   destinationaiport
Jason   JFK                     CLT
Jason   JFK              RDU    CLT
Robert  LAG                     RDU
Wel     CAK              JFK    CLT
Adam    RDU              CLT    JFK
Adam    RDU                     JFK
</code></pre>
"
"53002535","53001838","<blockquote>
  <p>I got an error like Syntax-error Illegal return statement</p>
</blockquote>

<pre><code>  } //&lt;--- extra/un-wanted
  return inner;
}
</code></pre>

<p>Try this:</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""true"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code snippet-currently-hidden"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>var add = (function(cb) {
  var done = false;
  var data = 0;
  return function(num) {
    if (!done) {
      done = true;
      data = (num + 1);
    }
    cb(data);
  };
});

var bar = function(res) {
  console.log('bar, res = ', res);
};

var foo = add(bar);

foo(2);
foo(1);</code></pre>
</div>
</div>
</p>
"
"53002537","53002332","<p>Here is an example that help you and if you have any query ask me in comments </p>

<pre><code>    &lt;form role=""form"" name=""form"" (ngSubmit)=""f.form.valid"" #f=""ngForm"" novalidate&gt;

    &lt;input type=""text"" id=""newReferenceValue"" name=""newReferenceValue"" [(ngModel)] =""newReferenceValue""  #referencevar=""ngModel"" pattern=""^[^`~!@#$%\^&amp;*()_+={}|[\]\\:""]*$"" (keyup.enter)=""save()"" [ngClass]=""{ 'is-invalid': f.submitted &amp;&amp; referencevar.invalid }"" style=""margin: 8px;width: 60%;""&gt;

&lt;div *ngIf=""f.submitted &amp;&amp; referencevar.invalid"" class=""invalid-feedback""&gt;

 &lt;div *ngIf=""referencevar.errors.pattern"" class=""error""&gt; not valid not partens&lt;/div&gt;
                                                                     &lt;/div&gt;

    &lt;/form&gt;
</code></pre>
"
"53002540","53002504","<p>in pymongo the <code>$and</code> operator should be in a string, so <code>articles = article.find({""$and"":[{""version"":1},{""targetGroup"" : [""ecpa""]},{""state"":""published""}]})</code> should work.  </p>

<p>Any way, next time you should post the whole error you get, so that it would be easier to answer</p>
"
"53002543","53002340","<p>create get() method for List,like this</p>

<pre><code>public List&lt;String&gt; getList(){
    return *****; 
  } 
</code></pre>
"
"53002544","53002021","<p>Chef is a configuration management tool. Not a CI system. Unless you mean Chef Automate's CD component (Workflow), which is a relatively niche tool.</p>
"
"53002549","53002350","<p>Given your sample data all you have to do is sort by the second column in a ascending order then use Remove Duplicates.</p>

<pre><code>Option Explicit

Sub sortNdedupe()

    With Worksheets(""sheet4"")
        With .Range(.Cells(1, ""A""), .Cells(.Rows.Count, ""B"").End(xlUp))
            .Cells.Sort Key1:=.Columns(2), Order1:=xlAscending, _
                        Header:=xlYes
            .RemoveDuplicates Columns:=1, Header:=xlYes
        End With
    End With
End Sub
</code></pre>
"
"53002555","53002483","<p>Try this : </p>

<ol>
<li><p><a href=""https://stackoverflow.com/questions/43437490/pdo-construct-server-sent-charset-255-unknown-to-the-client-please-rep"">PDO::__construct(): Server sent charset (255) unknown to the client. Please, report to the developers</a></p></li>
<li><p><a href=""https://stackoverflow.com/questions/42244541/laravel-migration-error-syntax-error-or-access-violation-1071-specified-key-wa"">Laravel Migration Error: Syntax error or access violation: 1071 Specified key was too long; max key length is 767 bytes</a></p></li>
<li><p>php artisan make:auth</p></li>
</ol>

<p>then</p>

<ol start=""4"">
<li>php artisan migrate</li>
</ol>
"
